PG.ProteinAccessions	L1_000101	M1_000106	M1_000127	M1_000139	L1_000142	M1_000142	L1_000236	M1_000236	L1_000316	M1_000316	M1_000366	L2_999004	M2_999006	M2_999007	M2_999008	M2_999009	M2_999014	L2_999017	M2_999017	L2_999090	M2_999090	L2_999092	M2_999092	L2_000255	L2_999015	M2_999015
A0A075B6I0	NA	NA	NA	NA	21037.849609375	50076.625	76128.140625	23632.267578125	3053.8818359375	220718.296875	1809.78576660156	NA	754.884887695313	3374.15112304688	6926.3037109375	NA	4137.580078125	8401.5146484375	10834.7431640625	2398.21875	3328.43481445313	3011.11376953125	4920.17138671875	NA	NA	NA
A0A075B6P5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A075B6S5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P00738	624077	46855.69140625	18096.703125	13632.61328125	437020.09375	508292.625	714298.25	295583.40625	91761.140625	8911521	27198.6875	1164921.375	NA	11368.29296875	NA	NA	13979.9892578125	65177.296875	173703.6875	14952.546875	21019.095703125	40668.2265625	62617.9921875	112871.28125	69792.4921875	61534.79296875
P00739	6253.2490234375	NA	NA	NA	4668.724609375	3271.85815429688	7273.97119140625	5715.52978515625	NA	23389.1328125	NA	17248.126953125	NA	NA	NA	NA	NA	NA	1844.61206054688	NA	NA	NA	NA	NA	797.450988769531	NA
P00740	10053.72265625	2331.71533203125	4607.14794921875	NA	28152.748046875	45615.2421875	13882.6708984375	11592.4765625	2723.89477539063	49987.2421875	NA	16138.5615234375	NA	NA	2433.4736328125	7123.27880859375	5010.974609375	6561.228515625	27401.53125	3423.88647460938	3797.08447265625	NA	7796.1572265625	8095.87890625	3435.58837890625	2651.869140625
P00746	166644.9375	188063.25	622937.0625	173096.125	238481.015625	541045.125	1017637.25	493373.1875	197242.890625	373199.625	188361.203125	1257864.625	174217.21875	186492.078125	247741.125	228029.03125	370789.6875	656778	268930.53125	322860.4375	229377.09375	200974.140625	242882.625	214171.28125	128197.53125	81876.265625
P00747	107443.9453125	46325.0390625	99531.859375	67856.6171875	142880.828125	290738.25	371656.5625	136136.84375	22076.046875	782729.8125	27139.533203125	423423.6875	44489.4921875	42524.02734375	26422.5625	43815.12109375	56146.0859375	287393.625	257212.4375	70036.9140625	83324.6484375	76058.734375	26365.263671875	377107.75	37262.97265625	15947.451171875
P00748	31992.45703125	11897.04296875	33726.265625	5045.63720703125	48355.671875	122055.8203125	122769.2421875	57735.359375	3372.18383789063	225489.453125	28507.30078125	255753.84375	10948.75390625	19118.091796875	7678.7626953125	21988.6796875	25299.958984375	8331.01953125	17763.564453125	15445.591796875	14327.1484375	8659.349609375	14186.4521484375	50683.72265625	18433.69140625	8754.6630859375
P00751	190043.90625	34977.7265625	326622.15625	62307.390625	512390.9375	1458700.125	593822.1875	251771.328125	10756.2666015625	1083943.25	92810.6328125	2177087.5	17435.64453125	56288.40625	27313.744140625	46152.515625	170135.203125	68638.375	63730.8359375	46321.1484375	50454.37109375	52733.7890625	57525.5625	254942.890625	32694.3984375	19117.943359375
P00915	822228	67518.4453125	11567.71875	22464.83203125	205077.921875	82189.8359375	103516.4140625	333228.9375	81582.1640625	1703894.75	NA	30457.34765625	NA	NA	NA	NA	608.444885253906	5697.74365234375	NA	10624.5458984375	NA	1743.45532226563	861.917602539063	51121.5859375	17483.8515625	6868.8076171875
P00918	270161.1875	10961.134765625	550.353393554688	NA	42383.6484375	16649.759765625	15719.5654296875	54106.0390625	16790.08203125	671678.9375	NA	6839.7412109375	NA	NA	NA	NA	NA	NA	NA	NA	NA	2004.11584472656	NA	8903.06640625	NA	608.308959960938
P00966	41985.46875	13749.677734375	84055.328125	34237.6484375	36347.0703125	60485.8828125	89318.8515625	22298.6484375	19207.904296875	92065.78125	2233.18579101563	150969.703125	2057.82690429688	12071.3837890625	8269.6318359375	9859.814453125	16768.326171875	30314.89453125	12885.490234375	14715.076171875	1957.75219726563	14635.3583984375	9272.140625	18016.2265625	16099.71875	10935.234375
P01008	186947.25	47880.359375	210151.625	32494.52734375	238276.359375	451326.59375	331184.21875	212727.71875	29637.65234375	1220133.125	39977.23828125	962137.3125	27523.5234375	77708.328125	63952.921875	57877.98046875	120070.09375	78987.953125	36999.7109375	70502.875	49447.1484375	56064.6015625	55615.7578125	132834.03125	50805.4921875	41796.59765625
P01009	109570.875	30505.380859375	42383.859375	5589.30322265625	152384.96875	223683.984375	106610.1015625	96676.90625	25200.384765625	594884.8125	23756.109375	298252.90625	15721.505859375	49230.13671875	36550.10546875	20439.91015625	63502.5625	50061.671875	61621.55078125	30440.734375	21529.080078125	21982.779296875	39852.85546875	42735.02734375	46120.734375	48278.8359375
P01011	224897.375	43372.23046875	160097.375	35229.265625	502518.53125	899208.25	326273.03125	196246.359375	35403.83203125	2165774.25	52941.921875	2160472.75	18801.05078125	76908.90625	50210.40234375	47746.828125	117677.34375	173061.140625	173220.296875	51042.5625	55883.90234375	30687.275390625	38341.2421875	174865.75	51445.97265625	45767.19140625
P01019	30448.39453125	9138.869140625	5073.326171875	1569.31115722656	37108.8125	40581.7421875	20100.828125	16151.373046875	4398.283203125	130664.6328125	5138.5791015625	52943.234375	2921.81884765625	8252.72265625	9473.603515625	5715.70751953125	12688.03125	22805.4375	20728.1015625	7352.68115234375	4659.326171875	4400.58544921875	4013.79541015625	17236.986328125	9408.8095703125	10580.4130859375
P01023	74641.3515625	8367.3447265625	27209.41015625	17303.974609375	124186.3671875	98354.0859375	94443.109375	80750.1484375	39976.16015625	392526.40625	NA	148051.78125	NA	1920.70886230469	1727.21838378906	NA	3190.75854492188	20711.005859375	8958.1611328125	1974.56127929688	2245.81201171875	6849.0546875	1871.15808105469	76385.28125	10500.9130859375	4160.1572265625
P01024	381115.0625	97825.7734375	106294.515625	22924.078125	542838.25	575064.375	554186.75	486774.1875	101008.234375	2765884.5	131524.359375	1115989.75	36452.43359375	199309.484375	116416.984375	38882.00390625	203228.453125	109662.640625	162690.15625	156128.75	97114.796875	118090.75	203627.40625	293847.3125	160292.5	516316.46875
P01031	11859.8935546875	2804.85888671875	16044.458984375	NA	38483.9140625	74659.453125	55934.2578125	32512.056640625	3858.21044921875	162104.6875	2305.27075195313	191455.921875	NA	6655.85986328125	3563.72021484375	1689.89270019531	4480.23583984375	41775.81640625	94496.5234375	2184.03466796875	9487.4716796875	13494.6083984375	3853.98901367188	22873.5078125	2705.8427734375	2747.21166992188
P01033	82949.0703125	28781.0234375	88389.75	31804.470703125	39495.3828125	127534.8359375	189358.59375	50312.0390625	17409.08203125	96398	25748.759765625	262674.75	4344.79248046875	11881.6689453125	10083.7265625	20544.54296875	23278.224609375	88024.1796875	43266.47265625	16379.3583984375	20363.896484375	23852.158203125	12947.283203125	60715.265625	7067.4248046875	6074.46484375
P01034	43288.1796875	12481.9072265625	72042.609375	34602.359375	33685.09765625	68893.796875	69673.5625	28087.681640625	15148.447265625	162242.125	18249.27734375	243037.890625	11915.4404296875	13382.685546875	11561.6357421875	NA	12349.3759765625	41090.76953125	35966.38671875	11999.7275390625	19464.94140625	17107.93359375	37565.7734375	40152.2734375	23278.69140625	12245.0771484375
P01042	100691.9765625	28553.421875	86680.1796875	14091.880859375	173583	218776.203125	168570.8125	104668.953125	24114.521484375	404103	51446.44140625	381679.1875	34477.12890625	86676.0625	40969.0234375	27097.14453125	69187.6328125	25628.720703125	49156.4921875	34452.98046875	44942.26953125	33325.765625	55378.64453125	115223.6640625	72617.984375	43763.28515625
P01593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01599	11065.201171875	NA	12647.419921875	NA	17107.8984375	37616.28125	39610.6875	11752.25	NA	39966.2265625	NA	111580.4921875	NA	NA	NA	NA	11108.740234375	7037.62255859375	NA	2403.33081054688	NA	NA	NA	36852.8359375	NA	NA
P01601	NA	NA	NA	NA	27796.75	40986.6953125	10476.77734375	NA	NA	14101.4072265625	NA	17019.720703125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01619	226285.40625	54882.5703125	173154.5625	34458.375	917457.875	2681987.5	592517.5625	176096.953125	55864.3828125	1423828.125	133584.28125	2978376.5	38907.83203125	66653.03125	49190.45703125	81197.796875	89544.859375	105099.875	214125.921875	85512.484375	60367.54296875	70698.6953125	85048.140625	160504.5	107526.0625	67751.9765625
P01624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01700	106087.4296875	10019.2138671875	68838.3984375	25363.904296875	196060	477269.75	422457.28125	157494.203125	7359.09033203125	549330.375	34708.39453125	929595.625	12276.37109375	20504.3359375	21265.890625	33788.78515625	37003.046875	41499.91015625	59688.93359375	19144.373046875	52614.08984375	23033.857421875	9904.2353515625	265107.3125	15452.0234375	NA
P01701	NA	NA	NA	NA	26768.541015625	70958.2890625	123784.1171875	35465.21875	NA	100113.2578125	5472.34375	106903.078125	NA	NA	NA	NA	7465.701171875	18336.728515625	13433.7734375	8665.505859375	5351.04833984375	NA	927.296630859375	8476.8994140625	3046.4794921875	1224.478515625
P01703	14898.482421875	NA	NA	NA	6877.71533203125	17388.37109375	53217.4609375	17840.64453125	NA	77245.0703125	NA	186430.40625	NA	NA	NA	NA	8090.4033203125	NA	NA	NA	NA	NA	NA	9560.7109375	NA	NA
P01714	23448.470703125	NA	18885.62109375	NA	31376.65234375	94794.1328125	108763.40625	34321.59765625	NA	119649.9609375	7626.06103515625	145722.671875	3105.314453125	8134	NA	3518.50952148438	NA	9034.3095703125	23714.78125	NA	3568.10791015625	4890.888671875	3323.21801757813	14516.2861328125	4445.697265625	NA
P01717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01721	1542.28515625	NA	NA	NA	2605.54223632813	4367.38037109375	2519.22534179688	926.888244628906	NA	NA	NA	14280.2734375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01766	4917.3896484375	NA	NA	NA	20298.642578125	44170.62890625	17842.712890625	4957.15771484375	NA	96629.828125	NA	58371.21484375	NA	NA	NA	NA	4773.42626953125	3194.99169921875	NA	NA	NA	NA	NA	13055.7216796875	NA	NA
P01780	111227.296875	14110.3271484375	22558.486328125	8661.8740234375	215679.5625	339647.53125	253507.828125	138280.828125	15971.6953125	738580.625	41363.38671875	356834.5	7697.8994140625	27716.8671875	17139.087890625	16813.15234375	35736.2421875	39033.54296875	35576.19140625	2306.02099609375	31161.791015625	18734.310546875	16482.650390625	119977.328125	24026.70703125	19425.33203125
P01782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01834	1801740.375	592125.25	611482.1875	306853.4375	3190005	2647634.75	2987453.75	2047710.75	590158.6875	3828468.75	2846532.25	3754092.25	699676.625	1798685.875	1184918.375	881804.8125	2022289	1759710.25	2677062.75	1267362.875	1256261.5	906435.875	1286268.25	2573157.5	2496122	1396883
P01859	384412.6875	70173.421875	125130.7578125	39605.640625	1261643.125	1852590.75	1165804	427991.375	93476.703125	3157446	489817.28125	1674364.5	70925.921875	285746.71875	38592.9453125	84911.109375	241769.1875	252515.875	428355.15625	131566.328125	221940.34375	104397.875	169773.484375	453561.96875	114969.7421875	27040.556640625
P01860	91806.625	6019.4873046875	43711.5625	5616.6376953125	462339.0625	470557.1875	279336.8125	153033.015625	5147.78955078125	336297.59375	112430.421875	563543.25	28080.51953125	10221.5625	5155.7275390625	24706.16796875	41871.16015625	96281.078125	89958.671875	15020.228515625	52765.89453125	34334.3828125	20849.189453125	100977.640625	45667.71484375	8478.6962890625
P01861	12694.6103515625	9633.8974609375	5575.13916015625	5929.65478515625	42665.078125	38033.8671875	28365.896484375	13319.9814453125	7959.4501953125	61214.51953125	10890.7138671875	28615.66015625	NA	NA	NA	10052.71875	47843.26171875	22952.42578125	20410.943359375	NA	5372.3876953125	7003.60205078125	NA	71250.9140625	32399.16796875	NA
P01871	46868.53515625	NA	NA	NA	24483.873046875	10791.0595703125	14585.19921875	27210.58984375	9009.9736328125	252757.5	NA	49975.83984375	NA	NA	8160.66162109375	NA	NA	11844.7841796875	19929.841796875	NA	NA	5323.04443359375	NA	12583.638671875	5280.93115234375	NA
P01876	791232.3125	36900.359375	94555.6328125	33650.96484375	1581150.5	2010282.25	853749.125	284397.40625	89815.921875	4722937	68993.71875	4714649.5	2200.96362304688	87528.46875	54067.3359375	12382.0673828125	122522.3828125	115087.421875	200369.078125	41032.9375	50737.1015625	57428.015625	80352.6796875	315148.46875	96227.71875	53885.05078125
P01903	NA	NA	NA	NA	3873.4677734375	4565.19921875	NA	1775.25793457031	NA	21291.234375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02042	143454.3125	11443.501953125	NA	NA	25914.0234375	2804.49365234375	17039.572265625	45612.87109375	16771.912109375	582668.6875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7291.083984375	NA	4090.12915039063
P02452	2807275.25	2261224.5	2081151.25	2648085.25	3041027.5	1931306.5	2267378.25	2136572.25	3477577.5	1274291.5	3026077	1629205.125	2532744	3059084.75	2690050.75	3734952.75	2488232.5	3880750	2991167.5	3132007.25	2329637	4162528	2497103	3871356.75	4432505	3897341.25
P02458	941782.5625	5157049	2918972	2530004.25	854430	1316838.25	1322468	851862.5	2444433.75	397936.84375	14358325	1864997.25	1489966.625	1761207.125	2295874.75	1157817.25	1808480.875	1372585.375	2067959.625	2119942.75	1420275	1096039.75	5462101.5	793262.0625	939958.75	884750.1875
P02461	13103909	40189448	31938394	45310340	9014041	23159144	21644410	54178824	32399002	17527636	67986992	22786612	58329776	50792676	49680200	37386804	32994864	23479412	45714680	34805968	51470236	32286458	58646464	24016308	28518474	42863080
P02462	29258.8671875	NA	31784.408203125	13828.4150390625	47827.02734375	18382.716796875	8288.0224609375	31626.3125	19856.763671875	158264.640625	NA	45639.16015625	42706.3828125	11806.2109375	16745.70703125	NA	11155.4326171875	8678.9375	NA	20285.619140625	10233.595703125	12534.8359375	NA	5227.35693359375	NA	20075.80859375
P02511	67189.2578125	14372.8203125	139270.40625	20386.3515625	37238.8828125	52584.23828125	23353.900390625	39157.90625	22951.880859375	239876.8125	6752.16650390625	45398.10546875	3018.90234375	6581.97119140625	6173.79931640625	9351.880859375	11600.7490234375	22139.310546875	2998.28515625	11856.90234375	7385.828125	10040.34765625	4866.12353515625	22566.65625	8694.916015625	7243.9228515625
P02533	NA	NA	17024.484375	NA	12126.087890625	18916.193359375	15220.669921875	NA	NA	68292.953125	NA	88361.390625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02545	286851	32392.01953125	840068.625	102280.1328125	518706.28125	894770.9375	382675.5625	170443.078125	108375.0078125	4135637.5	24951.08984375	664381.125	28953.322265625	20070.029296875	29594.71875	36283.62890625	62590.2265625	75006.046875	22458.201171875	45872.73828125	20767.447265625	42177.4296875	29054.11328125	55899.84375	58782.18359375	44140.65625
P02647	482197.71875	83886.3203125	280728.9375	231019.25	513988.71875	686663.875	787894.8125	385597.40625	147572.828125	2705799.5	270550.21875	1581074.25	44341.078125	223185.546875	81613.1328125	206167	99605.1328125	721193.25	1448079.25	76544.9375	1104837.75	209136.390625	197371	683248.375	294921.40625	99200.3046875
P02649	39267.9375	10540.6279296875	37283.28125	25508.115234375	106525.7734375	59249.34375	31487.560546875	61346.27734375	30406.6796875	522070.5625	12878	909673.0625	NA	12042.34375	4868.27783203125	10092.537109375	6535.1376953125	49231.1015625	57897.9765625	6275.72216796875	9790.681640625	6584.259765625	9240.68359375	41146.40625	162768.75	20555.986328125
P02652	14753.802734375	NA	7304.08056640625	NA	9521.921875	22902.2109375	21094.615234375	8162.9873046875	NA	76095.296875	NA	77120.6875	NA	NA	NA	NA	1635.91186523438	5783.3076171875	16439.486328125	NA	5418.0078125	NA	2681.59912109375	8474.9443359375	3197.90869140625	NA
P02654	161046.984375	9213.5078125	77137.5546875	51521.44140625	41034.74609375	61696.48828125	68523.9765625	51636.1796875	58135.5234375	19243.0703125	15607.91796875	132045.359375	305049.59375	70691.953125	440285.25	29322.751953125	13745.193359375	70334.734375	165816.3125	11463.6875	54804.96875	170718.234375	87889.3046875	62708.9375	80091.2421875	682819.8125
P02656	18261.251953125	5102.517578125	10849.052734375	NA	17877.58984375	18187.27734375	13223.4375	21544.517578125	5161.72021484375	66734.578125	NA	50084.4921875	NA	9251.4658203125	NA	11273.9814453125	2978.02294921875	20244.271484375	31556.689453125	NA	11024.0185546875	7378.00341796875	23107.654296875	7338.92822265625	18945.98046875	3151.27685546875
P02671	51557.77734375	14105.8427734375	42998.6015625	15253.978515625	254375.28125	304557.96875	154793.40625	228784.203125	13762.3056640625	1110317	10178.98828125	304066.1875	2534.228515625	8884.6806640625	4329.2392578125	9871.91796875	13034.9453125	15671.7080078125	12885.9052734375	5745.533203125	11611.6123046875	8752.1015625	6549.6552734375	31757.1875	9303.119140625	10714.646484375
P02675	98223.375	11162.65625	41648.1328125	NA	842087.375	868222.1875	380946.875	1755149.625	61172.265625	6888116.5	5022.8251953125	912889.1875	3429.61938476563	21850.880859375	7733.78125	NA	11552.3505859375	10087.6552734375	13119.3515625	7500.45703125	14890.599609375	16473.373046875	19192.716796875	58925.2734375	9491.8251953125	76394.25
P02679	24739.52734375	4645.92236328125	17879.0546875	2956.37158203125	241515.125	282155.28125	125443.1953125	419085.71875	15585.8095703125	1547405.875	2382.6494140625	251699.34375	4264.56787109375	10576.732421875	6079.265625	NA	4259.9892578125	3105.3798828125	4676.17529296875	3010.46044921875	6202.1171875	8254.6787109375	7016.6728515625	28642.830078125	4443.70654296875	19839.36328125
P02730	13811.5458984375	3116.28051757813	NA	NA	4648.2646484375	971.428039550781	2248.00390625	4014.69067382813	9124.4912109375	5771.44482421875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2357.17749023438	NA	NA
P02741	4336.31982421875	2400.9609375	17892.4765625	NA	4269.751953125	15663.5869140625	6100.33984375	37830.96875	894.210998535156	7533.02392578125	NA	49557.3515625	NA	NA	NA	NA	11095.140625	71305.90625	92778.09375	NA	NA	5126.09375	1342.12890625	10078.826171875	NA	NA
P02743	482082.625	98163.1796875	553666.8125	304275.25	1076697.25	1809901.75	897506.3125	221957.21875	183587.046875	9126798	175056.046875	1232015.75	50033.15625	192241.921875	54363.2421875	560199.4375	304219.25	301257.15625	494549.59375	104896.546875	313099.78125	119891.53125	151158.546875	298708.40625	132312.21875	332240.5625
P02745	48215.8359375	21235.18359375	35652.78515625	8628.7763671875	743113.0625	418828.1875	663834.625	671155.5	44253.3671875	1638595.625	88113.2265625	1250432.75	13978.92578125	24081.08984375	21473.9140625	52307.70703125	50222.46875	579610.25	228601.296875	68967.1015625	10082.755859375	47136.33984375	26589.76953125	42219.3984375	41298.10546875	39873.43359375
P02746	16301.3046875	2521.31591796875	12687.767578125	NA	312744.8125	148585.75	226197.75	363239.8125	15749.84375	619702.125	49634.25	509086.8125	5522.30322265625	8925.251953125	8111.47412109375	22822.328125	16017.673828125	280048.59375	109052.7734375	13208.1650390625	4601.29296875	20837.166015625	5538.94677734375	21268.26953125	13241.02734375	9043.0751953125
P02747	25871.30078125	5133.9931640625	13331.5703125	5232.68994140625	334499.4375	181110.609375	276018.46875	311425.375	22036.23046875	722728.25	47252.32421875	633502.25	23998.76953125	13662.3125	6404.3916015625	18576.173828125	14981.1376953125	382224.5	156767.03125	11348.41015625	10893.1796875	27139.37890625	6983.45458984375	32862.859375	13071.0888671875	9238.91796875
P02748	48716.2578125	59182.81640625	117531.3125	53928.46875	154325.90625	403061.6875	214791.1875	154485.125	7517.5	1526709	87047.703125	663321.25	5330.9189453125	11550.5146484375	9747.33984375	262002.96875	83783.3125	2475585.5	3564359.5	14452.8125	565647.6875	132816.953125	39338.13671875	1855338.875	53647.38671875	11311.8974609375
P02749	273865.875	144237.109375	246927.8125	102530.5390625	353280.9375	568160.0625	620116.375	367680.0625	69996.5234375	1101579.375	278146.03125	1309962.5	67698.875	262040.828125	135874.59375	140066.59375	324807.375	130456.0390625	159096.890625	195960.828125	129984.6171875	115336.6796875	288980.03125	101030.453125	148344.390625	107408.3984375
