Gene ID	wild.type.genotype_1	Hunk.knockout_2	Hunk.knockout_3	wild.type.genotype_4	wild.type.genotype_5	Hunk.knockout_6	wild.type.genotype_7	wild.type.genotype_8	Hunk.knockout_9	wild.type.genotype_10	Hunk.knockout_11	Hunk.knockout_12
ENSMUSG00000040688	8.233435976	8.574870935	8.218615204	8.003585999	8.013227534	8.533815611	7.765195115	8.164954801	8.063100127	8.147850023	8.155638283	7.847339061
ENSMUSG00000040690	8.409220472	7.805056209	8.207112792	8.802284671	8.126268912	8.209608648	8.354333009	8.215681534	8.815866185	9.116872329	8.118459917	8.433676031
ENSMUSG00000040694	4.765702717	4.613681809	4.615170797	4.813137028	4.654136452	5.027726499	4.470751305	4.62833397	5.052489034	4.566446593	4.823107926	4.808434034
ENSMUSG00000040699	8.210133437	8.658130785	8.474461655	8.987553027	8.722270162	8.371363942	9.256385881	8.666419227	8.620248638	9.035010371	8.471214421	8.914011816
ENSMUSG00000040701	6.985799976	7.166071523	7.058803262	7.143828394	7.240247998	7.501839799	7.102924677	7.06445239	7.217845209	7.26864178	7.143320227	7.173366635
ENSMUSG00000040703	7.117264035	7.624925076	7.012788237	7.174929111	7.179643018	7.050889505	7.102910554	7.111126601	7.175377249	7.14305397	7.192299873	7.418453978
ENSMUSG00000040706	7.203727484	7.149037048	7.340416789	7.151823584	7.096887662	7.193812161	7.170885997	7.223005378	7.464205392	7.238675109	7.320844611	7.537401092
ENSMUSG00000040710	6.430003347	6.099838524	6.11146536	6.187180432	6.208556149	6.110189245	5.975615848	6.269052481	6.3054716	6.093668532	6.070338464	6.142725467
ENSMUSG00000040712	8.279648559	7.823920587	8.179274069	8.102343007	8.206199656	8.01600859	8.076537998	8.141357675	8.281556503	7.975812145	7.807929992	8.237592071
ENSMUSG00000040713	7.460650967	9.459728663	8.798536491	8.179051601	8.008841903	8.033593425	8.408330549	8.23313341	7.665373553	8.156871764	8.048376322	8.588793355
ENSMUSG00000040714	7.779334649	8.556227444	7.676955257	7.940436389	8.869927534	7.493167197	8.76672796	8.079206181	7.47985269	8.808135928	7.651578694	7.780350754
ENSMUSG00000040717	7.707912508	7.470945239	7.561454149	7.556022843	7.588231101	7.439860467	7.561590228	7.50878827	7.714893383	7.469301241	7.54869669	7.727179712
ENSMUSG00000040720	7.348314748	7.175907074	7.317445319	7.323419777	7.118627473	7.366061878	7.200130296	7.303470692	7.095256336	7.224630853	7.302020919	7.243467318
ENSMUSG00000040722	7.246123064	7.185327311	7.05081296	7.041567944	7.29290037	7.362467658	7.333018203	7.235653218	7.413429891	7.481393564	7.549902	7.358382441
ENSMUSG00000040723	8.342639666	8.010108351	8.01583742	8.193207904	8.117117337	8.073425561	8.161210682	8.179427939	8.423269868	8.048094273	8.038676813	8.180630084
ENSMUSG00000040724	6.747456054	6.621132125	6.624374708	6.84334748	6.5785127	6.66623716	6.704604354	6.699182816	7.022533853	6.667876546	6.656279826	6.894599736
ENSMUSG00000040725	9.115681431	9.060728484	8.888647588	9.117138601	9.390739429	9.086758357	9.017119163	9.279411326	8.958852239	9.026509514	9.082721446	9.07650853
ENSMUSG00000040726	6.114396944	5.975394247	6.247209394	5.909976086	6.009387695	6.082812403	5.875802391	6.146075091	6.478094996	6.086525799	5.962321634	6.348335769
ENSMUSG00000040728	8.938671933	9.115295175	8.696631464	8.938175037	8.828201945	8.831264903	8.872886232	8.713187577	8.673509683	8.854275269	8.874364446	8.534562685
ENSMUSG00000040731	11.38580416	10.84004203	10.9599164	11.00030936	10.98065428	10.51183719	10.96720696	11.02383344	10.59975898	10.93402664	10.68123399	10.68459817
ENSMUSG00000040732	7.504249332	7.295699155	7.336405121	7.323320811	7.342844778	7.414808436	7.100784932	7.390581357	7.65502098	7.315362255	7.347584157	7.395797384
ENSMUSG00000040738	7.16144963	7.241348605	7.249950847	7.332705085	7.110387508	6.840870863	7.116913542	7.38720507	6.609926521	6.664875857	7.042303674	6.937069566
ENSMUSG00000040746	8.503096338	8.603787098	8.837428092	8.536960339	8.967909673	8.55894232	9.026820806	8.755706709	8.601233919	9.025542375	8.430950051	8.68911392
ENSMUSG00000040747	6.766190946	6.205668886	5.979073842	6.111271812	6.525609953	6.126550971	6.589192489	6.338732555	6.187044744	6.256923911	5.919039933	6.484847296
ENSMUSG00000040751	6.765433833	6.709135714	6.502300445	6.736120417	6.6596163	6.538348428	6.635617679	6.775488246	6.863889063	6.713398365	6.687129537	6.977719984
ENSMUSG00000040752	3.864272198	4.010523851	3.832838445	4.091253997	4.013507747	3.937159967	3.852487346	3.978588363	3.929839624	4.079821752	3.899897136	3.926767904
ENSMUSG00000040760	5.161076525	5.126446727	5.230761624	5.394357021	4.903514759	4.947491711	5.162193864	5.187043321	5.193299002	4.72969719	5.117271421	5.143146971
ENSMUSG00000040761	6.952036428	6.833679289	6.450575338	6.940023312	6.708037589	6.989136321	6.777663399	6.757401454	6.925995876	6.858903259	6.983748815	6.891027842
ENSMUSG00000040767	7.830724156	7.784321365	8.012936666	7.933166095	8.198192317	7.686050201	8.193038233	8.242624832	7.453214263	7.851276753	7.786057077	7.605453663
ENSMUSG00000040770	5.389010891	5.129341061	5.118739757	5.151486611	5.204063547	5.325686856	5.029924143	5.139588242	5.467270884	5.00233718	5.214038529	5.208620142
ENSMUSG00000040771	6.221747128	7.122515117	6.358158045	6.243545743	6.576431939	6.221773339	6.918049193	6.416088634	6.062351408	6.299763075	6.393159914	5.942963657
ENSMUSG00000040774	7.985098888	8.207904605	8.09823764	8.078652831	8.272693066	8.148069597	8.291368652	7.99918427	8.250035929	8.160308276	8.19526462	8.216317678
ENSMUSG00000040785	8.268841747	7.412242253	7.624680718	8.323548691	8.400046638	7.705424799	8.678976877	7.924495886	7.426673644	8.506027156	7.809519482	7.936419797
ENSMUSG00000040794	4.519808249	4.744095975	4.397268678	4.406531116	4.536817328	4.561998186	4.624767873	4.357348797	4.739922787	4.660075121	4.471573259	4.504834681
ENSMUSG00000040795	8.05221244	7.624651786	7.657495347	7.570713019	7.742083871	7.542919499	7.744226143	7.750394122	7.691656679	7.681406557	7.707075803	7.703650098
ENSMUSG00000040808	4.466518588	4.511645725	4.227950919	4.320293441	4.543483008	4.659397189	4.259455274	4.347609786	4.811924841	4.389872342	4.342437371	4.393569904
ENSMUSG00000040809	5.513563723	4.861544237	5.240952074	5.001746812	5.186364965	5.140997203	4.907103441	5.168174408	5.19582844	5.103970373	5.146730854	5.276406003
ENSMUSG00000040813	6.934356374	7.207134278	7.666129053	7.41770128	7.202746249	7.165698337	7.434272969	7.200723056	7.348411036	7.560535238	6.902304491	7.471234431
ENSMUSG00000040818	6.245865463	6.318156128	6.330389375	6.378530732	6.347432696	6.080372227	6.477924057	6.226382749	6.311224539	6.359873809	6.248918807	6.40984665
ENSMUSG00000040820	6.950000354	6.519217638	6.557165346	7.004044235	6.519600672	6.729217519	6.665656268	6.864018059	6.968746109	6.699262656	6.786724542	6.852657927
ENSMUSG00000040822	7.924735613	8.278670831	8.391686478	8.063772372	7.734268313	7.999159326	8.408984011	7.9290313	7.582674692	7.933743941	7.947475868	7.89564439
ENSMUSG00000040841	7.126556504	6.920952735	6.906938549	7.14539714	7.144100384	6.973139549	7.052220464	6.958945898	7.241053956	7.032574016	7.019061436	7.082630452
ENSMUSG00000040843	9.080998823	8.908391561	9.079762306	8.838864056	8.943881778	9.092322075	9.142482827	9.053078899	8.753214541	9.103077855	9.09326343	8.707719969
ENSMUSG00000040848	8.088937159	8.424942102	8.131356325	7.783674683	7.845758396	8.129986839	8.082803074	7.991076913	7.575897479	7.958502766	8.086267956	7.899024326
ENSMUSG00000040850	9.058451702	9.102797109	8.989336175	9.028969066	9.214892455	9.286307826	8.570399794	9.277329163	8.785493386	8.767366497	9.636864621	9.110404916
ENSMUSG00000040852	5.887504956	6.056335144	6.031545345	5.977083258	5.900690067	5.937336982	5.960058283	6.037481108	6.152606725	5.912158347	5.972543272	6.161885023
ENSMUSG00000040856	6.567316628	6.626205942	6.633722406	6.678319979	6.569185335	6.491270067	6.506264461	6.738344576	6.924559544	6.586505024	6.59678522	6.67731412
ENSMUSG00000040857	8.610664043	7.943002915	8.060702648	8.348337836	8.662883789	8.361361079	8.208508923	8.386486625	8.10896045	8.157552639	8.399748464	8.117866843
ENSMUSG00000040859	8.25199468	8.472395304	8.279984173	8.172090743	8.304172703	8.366960519	8.380147886	8.182898711	8.367349937	8.409231158	8.232574879	8.572933736
ENSMUSG00000040860	7.136362389	6.731982203	6.745478677	6.857188164	7.252668155	6.917750323	6.786951539	6.984173231	7.039759961	6.832435686	6.842674488	6.811267051
ENSMUSG00000040866	6.365638944	6.354702504	6.309843634	6.522129435	6.302500158	6.373117346	6.184252857	6.268148818	6.566308994	6.241122444	6.365989519	6.410694398
ENSMUSG00000040875	7.137195914	7.206395478	7.348167183	7.223775827	7.070094861	7.245439129	6.910451603	7.123925293	7.454919987	7.052250364	7.280031438	7.360896367
ENSMUSG00000040883	8.193060779	8.424316485	8.974519396	8.5999475	8.409339482	9.001274444	8.641384337	8.641178297	8.744557264	8.532304334	8.91814443	8.697671873
ENSMUSG00000040888	7.881722981	8.263519443	7.528386222	7.884398006	7.737317674	7.879644544	7.673985778	7.832995378	7.674259322	7.981994816	7.739337542	7.430641172
ENSMUSG00000040891	5.83668311	5.563845957	5.70744041	5.672811091	5.829680882	5.210040683	6.506002948	5.641267332	5.595271438	5.862894752	5.631128044	5.726066007
ENSMUSG00000040896	6.917922923	7.037162897	6.789244696	6.914023629	7.041377183	7.11826596	6.925631614	6.893297798	7.186783691	6.885645842	6.890695117	6.99489127
ENSMUSG00000040899	7.598487283	7.458039091	7.555243395	7.377426374	7.601112349	7.554780509	7.675571699	7.514457891	7.562967208	7.388512754	7.530627152	7.755754892
ENSMUSG00000040907	7.466469531	7.08940062	7.243208626	7.368310234	7.480660812	7.422231219	7.313948026	7.48604278	7.572280415	7.182840971	7.304355738	7.412000934
ENSMUSG00000040913	7.35928535	7.751581338	8.320364171	7.908838601	7.410734625	7.437786291	7.580682711	7.789647772	7.947177406	7.664363886	7.499652198	7.591946388
ENSMUSG00000040918	7.184833412	6.992105183	7.257966441	7.241590271	7.046305352	6.807887092	6.93057726	7.003623348	6.874890467	7.15669212	6.966148796	6.925054133
ENSMUSG00000040928	7.113955805	6.426983583	6.553278686	6.796535444	6.897555784	6.695046285	7.229700024	6.900366498	6.440831458	7.131957083	7.029366235	6.845957119
ENSMUSG00000040929	5.195905893	5.319688432	4.985767624	5.163644063	5.26842049	5.279646263	5.226929768	5.288800023	5.245070661	5.186569993	5.265718527	5.311523123
ENSMUSG00000040938	8.306410248	8.255241633	8.252453787	8.300443925	8.3055173	8.416219896	8.294210641	8.221264872	8.385252908	8.48103907	8.253019493	8.307157254
ENSMUSG00000040940	8.289360883	8.0571522	8.01595904	8.597660042	9.0470106	8.09567464	8.903741179	8.309342725	8.184502664	9.251947417	8.074256651	7.990396981
ENSMUSG00000040945	9.524238214	9.431869259	9.512615309	9.657443327	9.579779195	9.776147958	9.237343192	9.460215456	9.231389602	9.814133608	10.01719668	9.063617779
ENSMUSG00000040950	5.284442604	5.337435163	5.296989785	5.625000573	5.328109265	5.309745553	5.173165324	5.342072738	5.450355777	5.263205087	5.225191212	5.35847643
ENSMUSG00000040957	6.454208371	6.493317004	6.498398157	6.666233534	6.456193223	6.822059665	6.163583304	6.490686617	6.537274513	6.4512045	6.766773408	6.381999886
ENSMUSG00000040963	6.009391466	5.804505819	5.65063536	5.919493164	5.793848088	5.857318828	5.820688473	5.831594635	6.022451189	5.922666015	5.812945597	5.886417617
ENSMUSG00000040964	8.132573082	8.201190396	7.903266254	7.954901192	7.837348799	8.025789279	7.670716024	7.985269719	8.076815776	7.744239644	8.063383675	7.949551477
ENSMUSG00000040966	6.648999547	6.535939972	6.791460307	6.605476967	6.632450282	6.707157466	6.537600271	6.69807347	6.828526831	6.584069421	6.623062858	6.67508356
ENSMUSG00000040990	6.309019744	7.722146975	6.961378039	7.031816298	6.590463819	7.029247174	6.936994129	6.859702736	7.046524212	6.944143019	7.070402735	6.985636752
ENSMUSG00000040997	8.314235073	8.626074463	8.783628916	8.752650529	8.830495795	8.693445838	9.095796636	8.466802559	8.746683322	9.340395286	8.70432495	9.037807563
ENSMUSG00000040998	9.189050217	5.560850967	6.030560427	7.100548908	9.10272911	5.51746812	8.750554624	7.061236737	6.453582123	7.771251429	5.194342882	6.269630197
ENSMUSG00000041000	3.808170094	3.85106612	3.840667995	3.780079344	3.810971938	3.880418515	3.810520974	3.815260777	4.021028978	3.85728119	3.826174212	3.893363314
ENSMUSG00000041012	8.02316372	8.696797145	8.244419172	8.099066002	7.834333876	8.1135649	7.900586555	8.427096331	7.86714465	7.786681973	8.123314105	8.031461805
ENSMUSG00000041014	5.631436365	5.766123647	5.524785727	5.61946621	5.509028268	5.822580271	5.520015052	5.644750715	5.669871	5.606070149	5.655563915	5.834268179
ENSMUSG00000041025	6.725289001	6.708037589	6.506028041	6.827402848	6.780199906	6.995696478	6.657240582	6.665240083	6.725443401	6.317227824	6.700325063	6.670125857
ENSMUSG00000041028	8.894711354	9.474745419	10.02121333	9.367381348	9.383388468	9.491231106	9.687981703	9.379096368	9.151651173	9.614439863	9.60273647	9.462406769
ENSMUSG00000041035	8.076516793	8.054857715	8.095174997	8.138257506	8.162719009	8.281681643	8.03342415	8.194851529	8.185489173	8.236602498	8.14599139	7.976294827
ENSMUSG00000041040	7.669573129	7.344022934	7.655401815	7.659804989	7.513064278	7.742555851	7.457651448	7.641112211	7.572857918	7.945415432	7.712368531	7.710049966
ENSMUSG00000041046	7.297077141	7.029859916	7.226872007	7.176518751	7.084659846	7.195380055	7.209151866	7.168666881	7.371630578	7.080823207	7.21177532	7.169083132
ENSMUSG00000041052	6.55426748	6.379494852	6.558980429	6.548606932	6.51298258	6.521355215	6.579298937	6.575593294	6.60521768	6.49000207	6.502765969	6.901359087
ENSMUSG00000041057	9.665909271	9.519699756	9.226703924	9.600269448	9.399106917	9.548195549	9.342987829	9.539024004	9.345940904	9.467900916	9.486346788	9.347711208
ENSMUSG00000041058	6.906302096	7.340472948	7.225906986	7.200031866	7.076948836	6.969954549	6.986166045	7.178733607	7.259709889	7.155355039	7.153796667	7.358494739
ENSMUSG00000041075	7.902344754	7.4786636	7.61477936	7.806870461	7.957072811	8.285131325	8.016893871	8.044764967	6.936858669	8.062346059	8.353136654	7.957034437
ENSMUSG00000041078	6.683169484	6.486374182	6.608031598	6.592834231	6.48434154	6.319666545	6.351790439	6.49295608	6.709592185	6.334126349	6.494541395	6.51611201
ENSMUSG00000041079	7.42727239	7.428364832	7.680540801	7.454236614	7.470139151	7.562513206	7.601721577	7.569374366	7.607508515	7.563970052	7.69756973	7.709417832
ENSMUSG00000041112	8.162552295	8.094754913	8.009423373	8.10824423	8.327941645	7.915393117	8.119911596	8.162459535	8.100135925	8.286610223	7.861055664	7.996248641
ENSMUSG00000041119	5.721181941	6.667874601	6.147434302	6.462216105	6.897132699	5.991296811	6.881468738	6.628459974	5.985116631	6.946411522	6.21809762	6.204361595
ENSMUSG00000041120	7.21793485	7.16680507	7.211004712	7.236560404	7.141478501	7.405140373	6.990778818	7.185034586	7.514534145	7.209579601	7.209069586	7.170170027
ENSMUSG00000041124	7.685057324	7.596063719	7.769553396	7.627720594	7.812076775	7.85654025	7.960925103	7.682078311	7.545778027	7.679806135	7.749780438	7.69771569
ENSMUSG00000041126	8.169884338	8.73253764	8.288185039	8.383197756	9.024971671	8.313671424	8.867702089	8.792030068	7.652489651	8.764188329	8.398376244	7.95579629
ENSMUSG00000041130	8.264042963	8.61174553	8.043506723	8.410388385	8.21793184	8.475158415	8.224839791	8.256698615	8.130267192	8.475927378	8.532117026	8.122870206
ENSMUSG00000041132	4.362209084	4.485324353	4.225298201	4.258395312	4.250051833	4.262793508	4.383687468	4.270661588	4.369124936	4.367964189	4.282676315	4.340755014
ENSMUSG00000041133	9.337124291	9.41747406	8.906076522	9.251497949	9.350227241	9.536143615	9.112426085	9.27822665	9.229304015	9.246323733	9.332474046	9.258701382
ENSMUSG00000041134	5.111691674	5.178300711	5.063687458	5.187344933	5.187344933	5.356582833	5.205646315	5.194516515	5.311639794	5.103970373	5.20571067	5.310508023
ENSMUSG00000041135	7.15113841	7.844735799	7.517569899	7.650316833	7.556117947	8.201529462	7.830041532	7.90256146	7.664228233	7.71682813	8.209266349	7.604734433
ENSMUSG00000041143	7.397560256	7.413331828	7.413380362	7.529344565	7.40453105	7.343959386	7.4071143	7.439581296	7.561522947	7.397651573	7.354719245	7.493181356
ENSMUSG00000041147	7.091612386	6.664529681	6.54680673	6.753628604	6.863927579	6.847736649	6.854775764	7.095295737	6.981987557	7.008991033	6.946161606	6.896522802
ENSMUSG00000041153	5.832978485	7.470761368	6.627877881	5.878440911	5.858346368	9.068789805	6.702699352	5.966202343	6.05909498	5.888464769	9.337403998	6.501488817
ENSMUSG00000041164	8.11541337	8.098691196	7.908933155	8.090967893	8.125483058	8.157586141	7.945788478	8.255740097	8.138249473	8.229348325	8.213274389	8.068437751
ENSMUSG00000041168	8.909270992	9.488917899	9.003222675	8.865898092	9.000032776	9.382340847	8.670778178	9.143237792	8.963374712	9.054090357	9.467565579	9.026412904
ENSMUSG00000041187	6.655970724	6.542221808	6.299261215	6.414199038	6.408835587	6.461598821	6.428499277	6.4485667	6.689122358	6.481683358	6.478935068	6.552725579
ENSMUSG00000041189	6.15121428	5.93312653	5.841382105	6.065416593	6.263690513	6.184410745	6.163731787	5.997752446	6.370982959	6.760602904	6.177685317	6.325502937
ENSMUSG00000041193	5.103037403	4.867876555	5.022231205	5.132766002	5.036990968	5.205382957	5.021713363	5.124428066	5.254131836	4.984583739	4.981823257	5.226472872
ENSMUSG00000041199	8.721808278	8.570955294	8.472704235	8.798291803	8.73909321	8.639407521	8.643684743	8.735708206	8.624714465	8.661430708	8.671935987	8.67013678
ENSMUSG00000041202	7.696782525	7.41400963	7.394703427	7.487227739	7.517553671	7.737663996	7.393312675	7.499826256	7.82055191	7.338964576	7.546913214	7.708523298
ENSMUSG00000041203	9.069957407	9.023347645	8.954835642	9.091626323	8.883896284	9.274291372	8.892061583	9.001594577	9.044325969	9.100531646	9.185857079	8.796864775
ENSMUSG00000041216	3.88794775	3.736742055	3.917304083	3.688274223	3.831002429	3.938905556	3.797420504	3.719569289	3.632607926	3.947210781	3.854592981	3.765312934
ENSMUSG00000041220	8.743526213	8.33417608	9.089802922	8.569525481	8.40773652	8.825525841	7.984803575	8.985988898	8.751796495	8.39498671	8.684231233	9.268755773
ENSMUSG00000041225	6.880064435	6.647607693	7.002947419	6.783808341	6.911351442	7.160880836	7.119630932	6.687916224	6.909736447	6.722223751	7.515935494	7.000898141
ENSMUSG00000041229	6.086462967	6.198466389	6.049058903	6.027572336	6.161059652	6.07927886	6.331683108	6.190036375	5.892992526	6.113744526	6.097869983	6.175584562
