,B1_99015,B2_99015,B3_99015,B1_99090,B2_99090,B3_99090,B1_99092,B2_99092,B3_99092,B1_999006,B2_999006,B3_999006,B1_999004,B2_999004,B3_999004,B1_999008,B2_999008,B3_999008,B1_999009,B2_999009,B3_999009,B1_999007,B2_999007,B3_999007,B1_999017,B2_999017,B3_999017,B1_999014,B2_999014,B3_999014
P01621,428552.0313,45800.35156,69875.16406,131360.9844,324558.9375,148686.0313,99786.77344,102884.6875,119523.4219,25646.35742,69251.21094,59190.17969,61104.55469,131653.0625,72029.16406,58414.48047,20527.68359,126226.8359,130508.8438,141089.5313,18143.35547,100957.3125,85347.75781,227583.4375,227643.7344,296051.75,357164.5938,126886.2813,25193.59766,177462.5313
P01625,3377.545898,NA,519.081604,4939.298828,11117.88281,1332.603027,12415.26367,18712.20898,2339.876465,2391.983154,893.4047241,325.2073059,5549.325195,7533.645996,2249.624268,6404.241211,NA,895.7970581,4843.671387,2766.251465,834.4430542,8398.833984,5500.984375,4789.144531,12635.75879,3789.303223,1880.938477,5764.087891,2324.222168,1249.75061
P01700,1280.572144,NA,438.1894226,1096.516846,3297.885498,1910.935791,2792.015381,3552.89502,1167.82666,945.4139404,374.1601257,855.6048584,724.036377,2285.705078,993.9973145,1915.021851,NA,384.6990051,1893.660767,3812.826172,NA,860.5316162,824.4176025,NA,22701.19727,14299.56641,10164.09863,1197.889893,NA,1100.823975
P01701,42470.22656,16862.44727,6819.280762,34715.55078,61999.91406,9350.362305,37115.32031,77359.40625,20543.18945,25546.10742,20662.92578,14603.74316,12340.60645,39747.61328,10281.86914,19430.56055,132426.5625,8547.018555,19414.74609,13177.75879,3176.268311,25055.90234,19483.13477,13020.22656,56761.46484,35188.94141,19962.37109,17606.40625,9687.655273,9566.928711
P01703,456789.3438,16260.73926,32813.70313,35556.86719,53113.29688,69257.73438,16087.82227,34300.68359,91105.03125,13753.82422,12712.79395,21504.30078,27861.57617,38387.99609,22517.99805,234926.6563,617030.6875,80713.46094,362105.8438,49197.6875,37134.625,172128.7344,16972.99414,11687.28125,1410767.25,967672.1875,520851.25,37079.28125,12424.79102,19165.28711
P01708,2849.354736,1211.657471,897.7729492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785.2516479,NA,1,NA,NA,971.5106201,NA,516.0106201,NA,206.4864655,NA,190.9901123
P01714,6615.538574,286.5904541,1761.639893,3109.867188,5420.220215,2212.015381,4698.759766,6553.690918,4055.727295,2075.42749,4201.707031,4182.762207,5872.527832,4963.705566,3870.565918,3709.569824,2446.260498,5154.149414,4816.824707,3820.943604,948.5386963,5024.422852,6391.692383,8550.859375,22750.46094,19850.17773,16775.92578,7321.712891,1390.244995,9453.021484
P06326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P01743,414231.7813,21872.98633,28936.47461,91462.41406,122804.6328,179676.125,16915.41211,21848.5918,45242.07422,53284.83594,118562.7109,67093.71094,117800.9063,194742.2188,62991.30078,120931.2734,68086.34375,150360.6406,190706.3438,196980,7586.693359,13633.33594,26699.68945,91174.21875,400091,511387.625,295359.4375,51294.83203,8824.068359,117866.2813
P01762,3558.008057,16724.49414,314.6939392,37057.90625,2655.413818,555.9312744,2423.846191,6551.19873,1209.453247,14588.49414,2330.787109,799.4413452,4206.368164,2389.539795,1352.324707,3924.144287,158307.9219,356.8415527,65296.94922,25962.04297,1597.399902,22291.03711,1986.06311,4781.655762,33543.92578,19675.48242,7958.299805,14501.58203,583.2398071,2850.221436
P01763,NA,NA,98.73386383,7917.908691,2741.702637,491.5901489,NA,NA,NA,NA,NA,57.41482544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1306.666504,NA,NA,NA,NA,NA,NA,NA
P01764,3148.307617,661.5198975,1337.882935,11952.39551,21588.07617,9249.330078,2196.084961,NA,6891.658203,1787.705933,2829.87915,5449.558594,3311.274902,NA,9052.336914,4390.130859,NA,19114.68359,3730.303955,1348.107666,1045.434937,6262.843262,8808.550781,15816.97754,5882.854492,6627.561035,10603.25586,7208.425293,NA,8496.191406
P01766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P01770,41680.25391,52165.02734,8419.397461,12689.45996,38350.76953,15962.03516,16238.32617,23261.25586,15052.83301,8819.603516,13029.25293,8653.09375,10453.93848,22791.07813,13580.27637,9470.143555,416875.6875,27725.84375,232753.6406,188347,2302.25,122373.75,12308.85352,108673.5469,237422.9063,68742.14063,30439.11719,72855,2225.773438,18675.24805
P01772,147405.8906,70775.99219,48135.42578,120172.1719,215158.3281,29453.76172,94278.4375,210602.3281,21288.79102,94546.36719,59271.15625,25662.0293,140243.0625,144225.5938,47792.70703,109286.3906,1375745.875,33408.80469,159244.0156,96060.95313,21838.86328,187336.5313,130407.9531,74859.82813,400049.4375,208795.2969,87719.60156,85601.21875,65215.17578,35431.09766
P01779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P01781,8348.606445,1468.348145,1179.207031,14659.10352,10580.44434,2920.262451,1215.269409,NA,1670.537354,695.3015137,1075.921387,1712.234009,NA,2401.063232,3074.778076,NA,NA,NA,2657.950195,NA,228.9048462,563.6063843,1444.990601,NA,3323.237549,10875.29883,3011.94873,2857.406982,1875.064575,3978.19873
P01825,1292.898315,NA,939.8985596,2412.311035,4471.379883,921.473938,2163.34668,3492.073975,NA,1153.400391,519.7888184,130.5602722,2051.697266,1804.075806,487.5023193,3742.156738,23339.84375,1146.584229,1780.171997,NA,142.2227325,2346.484375,1336.751099,NA,16292.15332,10155.60352,3482.956787,2957.320801,1,1023.858826
P01834,641674.1875,160247.625,211445.5469,503447.6875,564361.1875,393919.2813,358626.125,789092.25,260327.8438,146844.3125,220485.9219,212064.0938,447579.5938,490446.7813,314869.3125,341386.0625,742261.5,299382.375,488699.0313,527806.375,118174.9219,366404.4375,276581.8125,327596.0313,903909.5,1022720.563,774971.625,469903,155763.9375,419233.5313
P01857,2902530.75,304693.1875,814859.1875,1242012.5,3064910.75,1105516.875,838508.8125,1045895.938,1106478.25,501543.6563,1043144.25,980259.125,903248.75,2058012.125,1842535.625,792091.375,3678023.5,1127784,1493685.125,1550733.625,207576.1094,721544.9375,873373.625,798864.125,2164590.5,3461007.75,2519774.75,1239233.5,366265,1142614.375
P01859,290505.3438,67115.17969,79623.80469,256601.4219,566903.625,284648.625,264778.7188,291190.4375,296172.7188,83088.65625,109368.125,138519.7656,91287.375,115922.3125,101223.8828,132734.1094,413159.75,309273.5938,273790.0938,552360.8125,35174.55078,242215.5625,225157.9063,353765.2813,429972.0625,726932.3125,357642.9375,248325.9844,74658.26563,345838.4375
P01860,737204.3125,46630.59375,138588.2813,184326.2656,826502.25,260902.2813,95731.55469,174283.7969,109056.9531,161975.375,262926.5313,240877.5469,106803.1094,284398.4688,199649.3906,81137.47656,41939.78125,48418.39063,192997.2031,287564.125,47306.51172,45442.625,54779.91797,53077.17969,364592.9063,613892.5625,386898.875,113298.6563,39576.5625,107527.9609
P01861,87269.83594,17808.46094,29420.17578,41280.01563,60164.79297,24819.33984,30305.11133,32160.10547,39505.42969,13757.57813,12094.50488,23419.89648,11065.10156,15499.47656,20042.18359,13971.14746,7719.06543,38897.28516,56803.79688,48540.53516,16600.94141,1117.43335,5080.229492,12416.86719,88222.71094,71022.14844,89343.67188,14468.16797,9029.394531,19882.57813
P01871,6844.510742,NA,3096.475098,11528.14746,10526.4541,3546.212646,2033.799805,NA,6316.159668,818.1636963,1133.500732,12768.02539,1336.392944,703.0332031,2390.486084,12110.95703,43242.76172,54271.24219,3769.872803,1319.070923,5633.769043,2259.333008,710.2246094,2450.864502,212378.0469,78417.67188,55161.11328,5583.867676,489.9823303,7143.913086
P01876,106272.9766,11524.84668,27756.00781,46463.96484,144733.375,100372.6953,89942.85156,120564.4063,131640.9375,4868.967773,6985.540039,13353.1748,65717.875,118419.6406,188876.6719,58225.92188,52334.49609,101376.0234,53607.31641,72919.9375,12714.65918,49083.80469,40398.26563,73572.00781,251480.5313,316181.1875,413027.5938,79000.11719,16835.65625,161136.0469
P01877,565.7939453,NA,497.4382324,2231.021729,3320.065674,NA,2191.509521,3426.716309,1099.051514,NA,NA,1906.629517,1342.569946,1335.021606,765.5247192,NA,NA,NA,NA,NA,260.8826904,2670.112793,3019.953125,2144.392334,2907.19458,3609.35791,2822.486816,1860.548096,NA,4066.996094
P02452,502893.3438,9234228,1499815,3181680.75,871765.5625,94691.78125,1296612.25,1125864.25,57279,1113782.875,705054.3125,403356.7188,4074261,901943.0625,97623.41406,4150670.25,2856720.25,252360.2656,1140976.625,351808,1572388,1772932.5,1456493.625,120458.9219,1678437.875,331207.4375,79107.82031,1313868.875,10832667,223950.9531
P02458,161761.875,1118349.75,117442.9688,1349981.75,203014,32500.32422,468849,196293.3281,12912.08008,422398.0625,84750.78125,39113.67188,562383.375,192629.9063,24255.23828,824201.5,377622.625,36751.00781,182548.3125,79162.48438,133455.3125,186771.875,172972.7031,17130.71289,440721.4688,99973.73438,30219.13867,219067.6563,841533.375,53661.83594
P02461,174409.9531,872375.5,184971.6719,1450741,284706.2188,82546.92969,524186.4688,369609.1563,66635.61719,1343952.125,257138.9063,179709.5625,1826099.5,294948.0625,75094.10938,1205609.375,851275.4375,141310.5,370238.0313,150567.5938,269281.75,891640.5,439406.6563,100332.8281,200458.125,72034.8125,81252.86719,298449.1563,913075.4375,109427.0938
P02511,4735.54834,2994.650635,9988.657227,1596.257446,9925.699219,31546.34375,1278.483398,960.338562,11292.25488,2643.987549,9579.498047,12953.66309,831.8218994,4373.334961,10971.24219,1797.438232,1702.430664,23799.53516,4045.465332,26384.14844,6011.058105,2747.930664,6201.021973,9825.672852,4588.568359,28730.37891,26449.93555,2289.197998,2894.658447,23376.48047
P02533,134.2601776,NA,369.5245056,NA,NA,NA,NA,8111.852539,NA,NA,NA,NA,NA,NA,1812.27832,NA,340.5357666,NA,5759.317871,NA,NA,873.9068604,NA,NA,NA,NA,NA,3721.305176,NA,113.1099472
P48668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02545,302699.125,63312.18359,367531.1563,24905.90625,57734.29688,889241,51235.18359,42498.96094,998077.375,57991.07422,289685.8438,1947362.875,40978.94922,98678.24219,942106.875,81549.10156,223492.5469,2149240,111682.8594,373078.4063,248846.4688,74970.73438,50082.94922,1235637.375,10411.69824,235622.7813,646185.25,80763.17969,64704.28906,1187065.125
P02647,229797.2344,19487.43359,48707.02344,76689.92969,692326.125,118558.0938,102148.7266,200664.7344,71645.21094,14480.13477,23424.2832,50789.15625,73458.45313,97311.79688,70908.19531,66011.30469,40613.19141,52378.74609,66809.875,113822.3594,11262.11035,84864.8125,143314.0938,56749.74609,279169.0625,343138.625,130142.9922,48174.24219,9135.881836,79902.07813
P02649,155198.1563,8448.089844,5254.45752,13584.67969,66755.71875,12677.81348,16431.41211,8279.254883,6721.517578,6088.361816,3614.238037,9993.493164,16281.58984,18419.90625,81870.64063,13241.66895,53513.13281,118689.2656,14440.97168,16393.21875,7328.233398,18591.61914,9313.201172,16303.7832,142015.5938,78005.6875,122086.4922,16073.62305,2470.616211,9149.84082
P02654,19324.55078,3555,NA,7923.973145,5838.567383,859.4106445,2193.137939,4838.679688,3994.198242,665.3656006,NA,NA,1179.18811,1921.755493,154.9530182,NA,112415.4766,NA,1251.599854,8749.819336,47.46465683,187.7827148,1124.711792,235303.75,4043.833984,7187.415527,11713.43262,1134.028442,834.487915,NA
P02656,569509,70246.96875,7598.319336,4237.324707,66922.19531,53408.36328,85850.64844,372342.3125,253624.9375,1238.833008,3429.650635,34695.22266,2199.660156,241968.7188,206432.8438,9856.060547,4300.179199,4618.958008,67652.64844,609376.875,18267.44531,25801.74609,139264.2031,80579.5625,25185.49023,152037.375,23877.69336,297003.1563,322533.3125,123486.4453
P02671,566882.625,6068.316406,15773.9834,14494.875,36043.73047,22446.03125,38493.65625,17913.60938,38438.84766,13159.62012,17131.33203,103528.1563,23434.12305,29125.46094,25752.56641,10014.9873,6533.873047,30841.54688,26183.99805,26101.83008,8530.067383,13861.94922,9544.860352,18671.00586,1043764,809897.125,543862.625,17582.54688,4611.188477,38376.18359
P02675,83648.90625,2882.105225,11753.00488,9544.978516,32080.73633,15700.24316,38332.46875,16049.44629,25525.59766,12214.8418,9576.3125,68265.34375,16953.13281,16327.39844,21396.69336,10747.32715,3435.752686,18415.52734,12954.98047,5856.617188,5493.706543,14762.02832,9048.017578,15023.18359,386081.7188,70751.53125,164232.0156,15710.29492,2593.798096,16252.35254
P02679,95907.64063,4532.408691,6921.283691,6693.062012,17310.8418,12997.08203,29410.56641,12728.08984,20319.16602,7007.896484,39227.57813,43297.60547,13639.16211,6354.329102,19901.51563,5358.931152,672.4393921,9764.136719,8213.217773,NA,4086.67627,6783.122559,3041.207764,6630.960938,272266.5,53468.05469,119865.375,8660.228516,534.5270386,12032.75195
P02741,NA,NA,NA,NA,NA,607.1906128,2014.888306,2269.413574,5618.554688,21415.77344,11399.42969,21460.59961,852.8858643,1623.450806,4644.495605,NA,NA,NA,NA,NA,63.85619354,NA,NA,NA,674096.5,218399.8281,347778.4375,5447.927246,578.6881104,2366.360352
P02743,742188.625,84686.39063,43246.92578,42003.30859,271905.375,266754.9375,252471.75,190496.6094,230785.875,41229.17188,55928.00781,87126.25781,87574.94531,159123.5469,157990.1563,30125.40039,72016.66406,139699.6563,912262.1875,1139243.125,191831.5313,90595.21094,131876.5,216385.2344,629780.5,1998580.75,1076660.25,626465.125,144987.0938,90127.75781
P02745,74898.17188,1504.179688,3529.261963,13307.51367,31252.22656,6340.922852,6916.143555,7857.616699,8502.789063,2513.354736,13497.43066,24196.15625,2189.585205,4407.05957,14666.63672,1366.087158,13182.59473,13110.70313,17054.23047,82041.625,11724.51953,3474.033936,3243.549316,11775.67969,220286.2813,358810.9375,183309.7813,5557.082031,1119.546875,8141.233398
P02746,49996.66797,18688.71875,5826.055176,21071.51367,20861.33008,5821.894531,7693.952148,8576.609375,5795.580078,11217.53223,31739.65625,10343.41895,1257.647339,5289.690918,7003.037109,41966.57031,31183.94531,3227.442627,17463.27148,80667.53125,7267.643066,4778.793945,2282.055176,170778.6719,168003.6875,302330.25,191689.5781,12767.35742,62646.0625,1915.463257
P02747,75267.86719,4088.433105,5151.962891,20320.08203,42663.57813,15210.54102,5998.450195,13314.96484,12372.08301,2427.304688,22964.92188,30167.48047,2304.483643,4819.46875,15535.6543,2405.939453,9648.060547,23648.23047,25498.44141,154492.2813,13955.4873,4785.512695,5994.476563,9783.875,228423.1406,365280.6875,206779.0313,12094.59961,3988.939941,7803.137695
P02748,58539.09766,9815.908203,14249.10742,35827.70703,87983.49219,48229.85938,68179.42969,126512.9219,59675.17969,17156.69336,22182.8125,35220.48047,34924.82031,56826.78125,28060.39844,26684.68555,16769.5293,30115.92969,74816.60938,73750.89063,14008.8877,31756.87109,27668.68945,40319.88672,977942.25,603933.9375,114480.0781,76598.10156,27386.0625,64364.07422
P02749,246486.9219,38121.86719,65054.1875,121426.0234,282245.6875,142915.5938,219421.5781,251863.4688,183184.6875,47729.51172,108011.2109,103841.2344,104149.9453,213157.0625,125730.5938,97713.54688,248699,116101.3984,276266.0313,204560.2188,42273.13672,190562.0938,190107.3281,204174.9063,127784.3828,161937.7344,161459.8594,152071.9219,39945.23438,226876.1406
P02750,19684.19727,3314.851074,10874.32031,12220.5,17125.53516,8443.53418,20010.64844,15927.38574,14915.43262,13222.19043,12646.80859,64173.05469,15178.15918,13243.39551,11005.95508,11699.49023,1927.963623,5688.019531,7833.998535,4731.823242,2326.029541,16551.01172,7379.762207,13084.76855,70703.59375,77158.92188,90013.36719,18328.62891,2645.763428,53469.17969
P02751,3147869,307270.4375,210265.1563,411001.0938,716238.9375,491351.8125,860040.8125,602027.9375,985104,277504.75,558107.5625,408716.5,507333.375,519654.375,760357.1875,238659.9531,1073148.75,1156090.25,649672.5,2051775.125,210527.9375,645513.625,269946.7188,728162.6875,3282090.25,3268574.5,3145041.5,436647.0625,125029.7891,608904.8125
P02760,74986,52951.93359,23307.2168,76549.76563,104955.2344,44823.85156,66021.54688,125952.3359,51442.33984,59261.66406,63659.77734,37414.82031,32218.33594,58620.92578,28884.38281,78820.99219,190954.8125,53162.37109,103048.6875,80735.875,20882.94141,88108.8125,77978.15625,42365.98047,84719.07813,69236.125,45366.77344,41090.88672,31367.32617,45799.05078
P02763,18882.47266,3324.454834,8194.845703,6974.739746,15986.28711,11034.63965,13001.75879,12177.76953,24245.20703,5062.279297,2529.467285,13080.18164,7860.372559,13467.30664,16387.68555,8259.532227,NA,15547.19043,NA,NA,1570.780518,9614.535156,4571.603516,8387.672852,40438.19141,44521.10938,67680.46094,12050.3916,4888.510742,60163.40625
P02765,242559.4688,44695.32031,46429.39063,49727.37891,129281,104882.7109,83685.07813,81725.46094,113735.3906,72851.80469,187656.6094,121712.1875,55566.58594,145934.3594,122980.6406,53336.44922,170394.1094,176109,152054.0156,1072327.75,19296.22656,82055.39844,40429.29688,217522.4063,16788.46484,70992.07031,121194.4844,61480.57422,68996.02344,154864.8906
P02766,7190.022949,2043.273804,1623.842896,6832.04248,15450.12402,4458.964355,5823.168457,12297.11914,3300.101074,3339.403564,2219.704346,2367.863281,5885.364258,6472.105957,4205.3125,5239.223633,NA,2027.735107,5443.826172,5946.695801,1834.565918,6643.758789,3366.389893,6136.479004,100603.5,57834.4375,58047.32813,2125.440918,2062.885986,3759.500732
P02768,16268167,772189.375,8204224,4802534,7591227,11740209,8089114.5,6134558.5,15307475,1643576.375,2853064,12050873,6087004.5,9698174,17934986,5348191.5,5536256,17116864,5381759.5,4242103,2020165.25,7796992.5,4157372.5,14258680,6605904.5,9993076,15892942,5079573.5,1036929.375,30840482
P02774,31180.98047,3707.42041,18031.42969,18426.39648,32766.4375,19343.52734,26206.07422,22401.94922,32605.03516,9678.62207,20320.50391,40794.28125,20092.92578,28407.89844,22453.97461,17700.5293,19782.22266,33634.61719,21884.95703,13900.70605,3850.785889,30817.28906,18674.13086,39609.73047,14926.33984,26043.94336,26832.75391,18923.19141,3418.492188,57439.23047
P02787,417827.0313,22512.95703,142609.0625,170281.1094,393901.25,238186.1719,216456.7344,208514.6094,300719.5313,85700.35938,114338.8047,303256.9375,143769.7031,226511.9688,240569.9531,144536.3438,86439.15625,234690.8438,189354.7656,125615.2578,41368.51563,201805.8125,158792.9844,314956.1563,112491.3438,192163.5,199916.8906,142560.3594,24223.29297,516202.875
P02788,23738.41016,493.9172668,1092.855103,NA,3932.689453,3344.824219,2128.552002,NA,1339.664429,5905.32373,6994.444824,2707.0979,NA,NA,18898.10352,4739.114746,NA,NA,515.6503296,NA,867.8508301,NA,660.0187988,2683.071777,15735.20605,34309.76953,76869.77344,4100.52002,NA,512.5647583
P02790,228282.75,47952.25781,110004.3125,345110.8438,703516.4375,163491.6406,417305.2813,577483.3125,208330.0781,97289.79688,85612.28125,79934.0625,275992.9375,302590.1875,142562.8906,226627.7813,433227.7188,112067.3984,286241.0625,136045.7656,41086.10938,393100.25,296181.6563,180467.3594,481880.6563,369771.5313,267033.9375,219179.3281,76230.44531,356995.9375
Q8N339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03950,123775.1563,24977.98828,12249.97461,3317.953369,34977.19141,110005.0781,9098.386719,26097.23438,127838.5313,12781.67871,70718.34375,29985.51172,6467.125977,114696.9844,159543.1875,11897.89551,17711.14258,41813.83594,82240.125,452840.75,28929.66211,12491.07715,37594.94141,147003.1563,38044.85156,136373.8281,71070.85938,44542.33203,42712.63281,155084.2344
