proteins;G_12;G_14;G_2;G_39;G_40;G_41;G_42;G_50;G_51;G_52;G_6;G_9;G_92;B_395;B_401;B_414;B_421;B_439;B_444;B_449;L_399;L_402;L_403;L_406;L_420;L_431;L_432;L_433;L_434;L_437;L_441
Q99972;262860.5313;118600.3672;64301.34375;201097.5469;898103.9375;141847.7969;456708.625;457760.9688;145639.5313;129656.4844;242621.2813;800179.625;294690.7188;66664.14844;238016.9375;16750.68164;64243.46094;15375.64746;59620.33984;17528.16406;26461.24023;28456.51367;34866.98828;14989.90723;27005.57617;24107.73633;27948.49219;176892.1875;13386.1123;34290.69531;22955.57227
Q9BQ87;49749.25;59774.23828;29147.52148;32362.50195;82870.32813;28173.77344;64263.89844;44900.70703;47347.26563;;;;101974.0547;;;;;;70562.375;71176.53125;116443.0781;29050.91211;;35727.95313;25559.20898;;66286.5625;57877.78906;147868.1563;39402.48047;54563.96094
Q9BRA2;23941.25;24860.63086;43661.54297;32862.01563;43132.28906;39699.85938;23923.2168;55725.53125;25069.14844;51982.03906;231942.5156;296531.375;23413.23828;84985.09375;386979.9063;21531.72266;412799.2188;23684.30664;101914.4844;22477.63477;39944.80469;8022.484863;19368.41797;9706.5;13454.41992;13828.44824;14620.61426;16189.00098;8318.838867;23808.23438;24574.52344
Q9BRF8;1624.258911;;;4428.456543;1838.856079;1304.19812;;;1696.349365;7931.417969;;37178.71875;;;;;;;;;;;;1730.474731;;;;;731.5844116;;
Q9BRK5;11136.69434;4029.506836;13281.89844;6779.768066;11583.48145;7375.958984;10523.79199;9884.243164;8899.427734;16177.91504;;13649.60742;;;;9258.737305;;4715.283203;5491.173828;4367.075684;5974.447266;5324.553223;4102.144043;5053.430176;4184.885742;4536.041504;8794.423828;;;6239.158691;
Q9BX66;14553.73535;14488.44629;;18897.63281;14172.25391;12894.40723;7814.463867;11886.9834;6245.776367;934.4685669;;;31832.71875;11327.77148;;14580.39844;;70419.67969;30867.26172;19230.91992;68318.53906;11620.35254;35864.40234;7011.271484;16578.54102;25956.74219;4098.514648;6607.349609;17449.63867;10534.54883;12192.57715
Q9BXR6;5827.625977;3685.240234;17562.29102;3559.947754;9572.067383;5821.490723;11962.96387;26597.22656;17157.77734;7626.39209;;;12288.72363;;;17082.87891;;24324.26367;15838.0957;13393.4209;28895.33398;14287.22461;21737.26758;9372.050781;14773.90625;18811.44336;17679.15625;18944.45313;18707.92188;15566.51758;17805.84375
Q9BY67;12265.6875;6808.591309;16152.1875;9225.375977;7968.255371;14303.35645;8224.273438;7894.434082;7055.981445;27657.82617;;;6196.685059;;;16234.35254;;9768.501953;38469.26953;14634.61816;10196.85156;13965.66504;13167.41504;20498.22852;13500.87891;11575.45898;29561.76758;8927.966797;9070.166992;12288.25293;5775.942383
Q9BYJ0;30204.44336;31625.10156;21168.40234;42614.49219;32781.50781;36177.49219;36733.52734;51919.61719;33537.12891;25602.23242;78280.51563;136419.9531;40264.01953;38111.39453;19506.91016;26454.9707;68382.625;16581.19922;52348.19531;22424.35156;31852.10156;24151.97656;20807.93164;24030.48438;23906.60352;17296.25;17903.7832;15494.78906;30012.50977;22493.71094;18961.08203
Q9BYX2;2320132.75;1640657.625;1451671.375;1194963.625;761514.125;814048.1875;1373227.375;2606511.75;1852255.375;3049542;1539269.5;1998826.75;1748499.125;1926611.875;5679352.5;655180.8125;2616902;828736.8125;2271223.75;768669.1875;1348272;999429.8125;947682.125;1729427.375;1039202.063;1494399.375;1486023.125;1641126;1025750.375;1848001;481796.1563
Q9H0W9;15573.82813;3733.014404;95547.59375;13455.69629;5595.381836;12360.15332;9209.59375;11402.4873;2419.478516;23718.30859;;68701.64063;4941.202148;;537671.5;;243926.0469;;40430.10938;;;3650.251709;;2479.04541;2146.065186;;;2423.766846;1384.657104;8421.342773;8103.498535
Q9H299;49537.29688;30228.16797;56869.63281;47278.92969;66737.67188;47570.41406;61269.46094;79907.21094;73670.28906;70273.29688;167015.4688;197604.7969;21860.20313;57766.23828;436507.0625;25501.75977;350659.9688;20111.02148;75386.07813;21626.76953;23621.92773;15618.9502;36160.14844;19417.27734;16367.5957;28378.01758;31655.65039;15807.96484;20571.00781;23824.52539;16703.26953
Q9H4A9;15758.97559;2822.396973;;3293.318115;2910.586426;13155.20996;11531.4707;2857.685059;2622.147461;19839.00586;;;2647.064209;19610.10742;;31079.25391;;16113.57324;;11719.09473;5798.125488;10145.58496;15995.4375;7876.624512;10069.54199;2245.170898;45251.28125;1729.804565;2990.748779;4155.949707;4811.302246
Q9H4G4;5395.605957;;;4725.17334;6559.994629;6929.51709;8163.149902;6436.703125;3492.616455;7685.34375;;;;;;12836.64063;;8293.982422;;7928.397949;6730.941895;7324.518555;11315.25391;7907.127441;6835.745117;7556.184082;5828.132813;6630.71875;4934.514648;6084.609863;4313.939453
Q9H4I2;19642.51953;3619.732178;29718.22852;19702.23828;41575.01953;27912.13281;23423.54883;17253.84766;29156.59961;17314.11719;21417.85938;;19078.38477;132880.5625;115299.375;112753.2734;101386.0625;102653.0781;153773.7813;68835.32813;71736.26563;129225.1563;151767.7813;199987.4531;114678.5859;302808.4375;151623.9375;107116.9219;131725.7813;140873.3594;66201.5
Q9H6X2;;;;;;;;;6647.596191;;;;;;;;;10596.24023;;12368.73535;;12816.03223;;19698.21875;10854.37305;;;10190.17578;;;
Q9H7P6;305842.9063;544584.625;379309.4063;696603.375;442429.5938;390666.5625;450416.4375;349775.625;636527.75;1423797.75;501580.0938;390698.0313;942516.25;259502.0313;739233.8125;130326.3516;372028.75;551789.5;327704.7813;697444;336270.9375;398324.1563;245624.5938;313046.2813;307831.375;319476.375;610160;773169.25;379559.2188;384424.875;1764073.375
Q9HBR0;9157.282227;4258.43457;;4874.168945;3628.054688;3079.825928;;6512.835938;3525.361816;16099.49414;;;3589.005615;13512.44238;;4692.298828;;3704.385742;;3061.790039;3842.456543;4415.447266;;5220.928711;4657.651855;1423.888184;7238.129883;;;3035.16626;
Q9HC38;6434.834473;3888.048584;11300.44434;8126.112793;7448.463379;4840.775391;7183.426758;3487.522461;5180.344727;20711.81055;31850.17578;35870.53906;3058.463135;6365.020508;43822;;;;8231.378906;1330.55249;;2413.032959;2269.374512;3364.817627;2099.007813;3259.861572;676.3387451;1967.946899;2096.603516;3528.60083;2649.700928
Q9HC84;;;;;;;;;;;;;;;386169.5313;;;;;;;;;;;;;;;;
Q9HCU0;53212.14063;40931.76172;31168.44727;35197.70313;40825.55469;42727.30469;38020.38672;25161.29297;44855.375;34342.02344;73241.375;62340.375;29117.75391;29996.90625;67897.5625;43918.90234;61430.62891;36607.78125;43693.75781;43656.86719;22100.51367;32108.87305;39350.54297;15091.72363;32227.12109;26830.94141;29803.91406;37574.89844;30535.20313;16394.84766;19619.98438
Q9NP98;;;;;;;;4299.222656;;;;;;;;;;;;;;;;;;;;;;;
Q9NPH3;55438.82813;28591.98047;50281.40234;24924.28516;39881.71094;33850.5;31178.13281;33100.44922;33827.03516;26091.47266;64291.65625;66578.3125;16621.95117;53520.64063;289801.4375;15004.73633;171881.1875;27647.25;77737.61719;18910.07031;23010.21094;24412.09375;26872.49023;14548.66211;26420.06055;32882.29297;32702.75391;18642.20703;16062.45215;71019.77344;32931.54297
Q9NPY3;13853.66797;11390.5752;31169.35156;16251.2793;19044.56055;10494.00098;13749.69629;9224.828125;12420.99512;28709.9375;48667.59766;67789.46094;11285.27051;37895.05078;50805.67969;20904.77148;52453.91016;14245.35059;67398.73438;15570.46777;15006.27148;15294.99316;17067.29492;11340.5752;10716.65234;23209.66406;17206.99219;10767.0918;8710.641602;18108.44531;6811.509766
Q9NQ38;6243.477539;3445.368164;5834.566895;5327.989258;10493.32324;6047.001465;15971.55664;17524.91406;3133.598633;73588.78906;19652.91406;31112.11133;5338.121582;;;4586.911133;;4871.016602;;4539.14502;5979.828125;14487.25586;2360.160889;3235.87207;3837.557129;17151.35547;20141.01758;2170.725342;2737.343018;4409.196777;14484.33105
Q9NQ79;528874.6875;362111.5313;680903.375;455307.0625;808329.625;567556.25;453112.1875;961555.5625;570839.5;362484.375;215398.0156;1544789.5;479484.5;466100.125;524623.625;632832.6875;471837.8125;414857.3125;439617.4063;405535.5938;1092911.75;1308295.125;1224465.5;724856.75;1300328.125;1100718.875;559625.6875;1621728;1115103.125;1305081.875;1355164.25
Q9NQ94;11258.52441;4714.274414;;6929.041504;5436.852051;4903.740234;4771.953125;7788.682617;1138.894409;;;;11083.45605;20022.04883;;21441.71875;;22640.18164;16116.17383;16437.92578;11893.29199;8503.754883;19444.9707;2793.443604;8039.919434;20356.33594;2035.750244;3954.437988;12218.50293;2044.570313;6800.522949
Q9NQR4;;;;7953.765625;;;;;;19339.59375;;29899.69531;;;;;;;;;;;;;;;;;;;
Q9NRC6;131452.4219;84994.59375;95036.64063;98160.94531;86294.5;80588.11719;108385.1953;76106.64844;51213.31641;21755.54688;;23621.1875;138148.2031;119988.2656;70513.42969;159710.0156;139068.7656;123220.9531;139787.9063;134518.4844;106045.6094;99274.22656;114393.9609;26614.57813;97018.96094;222568.2813;40303.39063;46061.86328;174646.4063;37731.375;71299.40625
Q9NRR1;19090.38281;2391.028809;189389.3438;5085.501953;4792.513672;8889.163086;24549.50977;3248.348877;3326.996094;19734.21484;15355.15625;22433.97852;13112.70117;13288.46973;;;;;12368.68457;;;2730.626465;;;1865.063354;;2430.684326;708.793335;;3300.739746;2200.384033
Q9NS71;;2821.54834;;;1844.58728;2748.447021;10803.90137;4603.441406;1764.604126;22655.58008;;15944.34473;4642.181152;;;;;2869.664063;;1546.421265;;2248.160645;597.8935547;1824.844482;2687.365723;1447.276489;3973.751465;1053.818237;;2955.616699;1672.128662
Q9NSB4;6911.756836;7530.09375;114639.0078;63016.25;46422;105216.9766;5352.622559;537027.5625;32092.83594;103300.2578;4201895.5;663544.625;51511.22656;51799.35547;1876421.5;22611.64063;378144.6875;22636.26367;196727.5156;14273.18066;11291.91797;34355.14063;6243.398926;14027.94238;36385.78516;23793.47266;115958.1172;47567.73438;;33976.22266;46336.88281
Q9NUW8;;7727.82373;4801.462891;;;8027.128906;;46930.64844;;12615.05664;;188728.2344;12935.63281;52462.38672;108225.4531;8218.267578;191382.5469;14209.81641;88776.45313;18962.18555;4140.534668;;;;;;;898.8692017;;;
Q9NZN4;14480.76074;9437.827148;;28064.86328;43312.42969;2961.421143;;27783.45898;10847.625;61417.0625;;79212.16406;4738.000488;;;2210.104492;10125.98828;;7093.780273;;;;;4839.546387;;;4176.216797;;;5897.821289;
Q9NZP8;101530.2109;191632.9688;127723.1406;174252.5313;240901;157667.125;180818.4375;182695.8594;262843.875;192566.0156;165223.8125;116902.8281;193837.9531;91499.35938;309797.4063;178499.7344;286892.5313;219031.125;191500.5625;172662.0938;184408.9063;133894.9063;199730.1406;154217.9063;146659.7188;185107.875;185866;176332.2969;185600.3438;206458.4375;197213
Q9P0L0;89413.78125;59040.33203;137232.4688;67393.78125;40165.91406;67034.16406;55730.91406;119302.9922;43264.47656;46136.60156;387500.0625;432346.3125;51259.28516;190296.5313;926880.75;53570.12109;837272.375;39987.38281;185988.6563;44297.88672;80175.4375;61066.8125;61895.79688;38986.25;43068.83203;37961.375;63534.78125;23921.17578;19263.16406;67851.01563;36180.55078
Q9P1V8;;;;3414.937744;;;;;147987.2344;;;;;;;;;;;;;;;;;7129.196289;;;;;
Q9P2N4;;9264.102539;;;533639.5;;195950.1563;587903.125;;;;;302464.875;;;204485.4844;;;;;;;364904.25;;44987.875;;;;364403.6563;;
Q9UBG0;8107.907227;8073.165039;9457.246094;4671.613281;5814.616699;5438.220215;5291.139648;5146.007813;5397.276855;4854.37207;26208.9668;18451.84961;6634.363281;13373.74023;80274.46094;6784.791504;59471.03125;5240.761719;18526.44141;10899.11523;17775.875;7754.027344;10458.83398;8737.148438;7768.03418;11345.82422;4890.100586;10400.50977;10302.19727;5624.579102;3636.442383
Q9UBP4;70287.82031;9536.84082;65515.83984;30965.0293;30319.40625;33934.66016;44642.04688;6116.112793;26882.42969;37645.8125;22528.43945;36461.8125;11338.63574;54701.98438;136365.125;69368.53906;84271.28125;54177.50781;90645.59375;64903.05859;46221.75;39021.27734;69277.21094;55003.87109;37837.97656;111662.5234;42317.32813;55345.65625;85730.25781;73134.26563;34177.53125
Q9UBR2;27487.12695;10607.42285;46291.16016;25448.32813;31832.72656;17806.86719;27368.20313;23808.89648;38742.97266;87193.75;95835.69531;84167.73438;19807.76563;30024.33398;152297.0469;30213.11133;140277.0469;16150.02148;;21089.52344;25612.89648;21153.53711;43064.17969;29830.51758;21354.98828;28311.72656;33781.30859;21622.20313;20765.38867;25155.30664;15241.12598
Q9UBX1;11169.83496;;15340.36816;5848.60791;7317.526367;;6413.770996;6133.867188;;2441.118164;;;;12598.96973;61643.41016;10108.54492;73264.07031;6302.031738;21204.66992;9411.891602;10904.00586;9220.951172;11318.57813;7751.291016;8744.250977;6214.559082;8358.334961;6592.819336;8808.880859;9773.755859;6755.651367
Q9UEW3;15398.46973;6603.493164;17594.9082;3277.325928;12561.5332;3031.489258;3654.292725;;10435.20898;11309.14844;;;4342.835449;13424.79199;;3814.899658;;9966.290039;5525.569824;7829.651855;13939.86133;15684.06055;17506.72266;21719.88672;13652.60352;12456.87305;3367.228027;17084.73047;11515.93848;10627.84961;15168.13379
Q9UF33;24715.39844;3523.341064;;;1338.005371;6052.504395;22489.21875;2108.917236;1080.939941;5237.034668;;5436.472168;6072.935059;;;11333.21191;;;;1392.456177;11536.8623;12197.80176;7262.538086;2223.949463;16485.23242;;;3376.07666;4505.401367;;14473.22656
Q9UGM3;;;;;;;;;;;;;;;108897.9766;;;;;;;;;;;;;;;;
Q9UGM5;101700.2734;146237.9063;230794.7656;94606.54688;56335.82031;90552.90625;206852.3125;95420.46094;132396.2031;120192.8984;121094.9141;95428.07813;223914.1875;160972.375;681960.625;182123.7969;455795.0625;239702.0313;207301.8125;130345.7109;160149.6406;185062.3438;165082.9844;126848.3281;185816.8906;276413.0313;81658.30469;167066.1875;115873.6953;337072.0313;158216.7188
Q9UHD1;1351.452393;;;4456.857422;;2339.451172;;8093.365723;;952.5568237;;28415.95313;;;;;;;;;;1212.957642;;581.2297974;1210.444214;;;;;;555.6920166
Q9UJA9;71155.17188;33041.22656;61239.13281;48734.82031;21662.2832;35063.3125;44251.21484;96574.65625;55881.24219;44631.80469;202178.1875;402152;24658.96484;142619.8438;1604497.25;19028.17188;483001.0625;27005.59766;107182.4531;26208.16797;41058.78516;10674.03125;25140.74219;17445.51367;13072.86328;13865.2207;44167.375;19005.5918;18095.81641;17617.48047;25701.17578
Q9UJJ9;26338.9082;8935.87207;27028.18359;10177.31445;18063.12305;12342.04297;11766.05664;11584.29688;13530.98438;15311.29883;;;21094.49805;15090.03125;;26990.97656;;16134.40918;40612.20313;9407.125;32488.0293;24380.62109;25607.87695;25999.9707;22255.82422;23200.21094;25995.50586;36565.02734;16205.66211;22786.75781;17186.00195
Q9UK55;10504.08203;10565.24121;22677.58398;14873.00977;18608.9707;17938.2832;7728.565918;16844.10742;15506.0332;10814.14648;18615.23438;;14898.92969;31796.02734;79295.65625;30557.35352;17807.99805;23385.80273;32780.69531;20071.25781;22836.31836;15059.77051;17296.49414;19766.17578;22394.49609;11213.36914;17997.11328;17953.16406;17325.53516;21678.57227;31929.74609
Q9UKZ9;10855.74414;;24635.89453;;12220.1709;7215.842773;14623.67188;11396.80957;7899.546387;9814.897461;;;5141.540527;;11072.90039;;;;;;;;2854.049072;;;;;;;;
Q9UL45;17088.11133;15120.27637;12587.12207;8831.569336;12729.40527;8274.803711;23715.11719;7455.556641;38213.45313;8430.59668;;;7151.887207;15776.92578;12269.97168;17337.2168;6169.114258;8849.032227;10028.27637;6354.041016;3690.758789;4980.686523;10901.27832;6396.553711;6846.44043;24533.31445;10626.4873;6849.64209;19447.1875;9572.647461;9001.376953
Q9UNN8;40382.66016;24297.27734;83870.03906;71717.00781;78396.24219;32600.48633;46608.99609;74645.15625;26406.91016;132941.4063;68185.86719;241335.2969;44635.79297;58927.94531;351150.3125;34826.125;171927.5156;20181.26172;45761.74219;20934.44531;19469.87695;15646.41602;36780.55859;15909.56934;14061.74902;40808.25781;32405.76953;23409.68359;41270.38281;22483.10742;23729.82813
Q9UNW1;18133.19922;3569.137695;48591.74219;2139.068848;13117.00195;13644.32031;16972.31641;6339.919434;6621.762695;13555.8916;;;7950.719727;12474.28418;;15453.44238;62153.37109;11325.12891;14537.55566;17044.0625;9403.498047;7001.746094;15270.91699;11844.84082;5928.007813;9703.3125;21789.87109;9001.844727;5568.202148;7935.882813;8689.373047
Q9UNZ2;11974.83594;7571.418457;25075.8457;7310.708008;6131.78125;8406.769531;5175.946777;10858.77734;6582.801758;11288.90723;58992.94922;101151.1797;6294.663574;29803.96875;163885.625;16817.98438;144859.3594;9992.217773;43722.60156;14247.19922;13687.88379;7571.089355;7048.046875;6123.986816;4705.075195;4714.818359;7535.39209;3675.994141;2352.154053;9769.407227;1027.368774
Q9Y266;23979.41016;18709.83203;48350.88281;22297.20313;23535.42188;25425.70703;31486.69141;39760.81641;27226.70703;19594.49219;165749.7344;130780.1484;15559.59375;64691.96875;533929.4375;16079.36816;240866.375;10684.24805;65475.82813;12510.9043;16034.49512;8614.970703;16978.53125;11328.77344;9696.623047;11272.57031;28707.6543;20034.33984;10310.08398;22037.45117;13893.71484
Q9Y279;30452.59766;13732.37598;53892.44531;30057.1543;48941.07813;50124.36328;52051.03516;41969.69922;28502.64258;45825.63281;240495.1563;217480.1094;9876.445313;29869.92773;15967.07031;9655.782227;106268.6797;12665.36914;25538.19336;10807.72852;17458.11328;11064.05664;22150.65039;17261.63672;9534.498047;10072.85742;26140.375;12623.54785;11072.91211;16977.45898;17951.96484
Q9Y2I6;180518.9844;167392.9375;152745.9531;106716.9922;67660.75;85141.66406;165956.6875;69826.73438;101495;89218.01563;36845.26953;119258.9766;183537.3594;326499.125;73147.51563;94450.25781;88931.20313;242058.2031;474274.2188;113396.7188;182216.0469;106053.8125;214887.1094;75139.61719;100396.3203;236228.4063;108120.4922;45062.30469;101218.9141;159072.0313;58326.00391
Q9Y2K3;27701.21289;21813.6543;18748.31641;14558.73242;31681.53711;13603.61621;22065.64844;3299.021484;26359.53711;21444.10352;4688.837891;;50038.125;42978.03906;56459.73047;60709.47266;35347.12891;60661.98438;46422.15625;70440.71875;54949.12891;42240.61719;80461.02344;69723.5625;44158.64453;86716.07031;58738.77344;99633.84375;39830.62109;73010.54688;45946.79297
Q9Y490;12103.54102;8688.462891;21718.83984;11554.30273;12759.84766;8688.375;9727.075195;9826.632813;6954.198242;12167.53809;12697.47559;17560.08203;7867.416016;28643.61719;104836.3828;8280.453125;45512.69922;5546.466797;23227.91406;6542.045898;7560.723633;5008.705078;8796.418945;6749.743164;10081.07324;10986.06738;7836.268555;5414.550781;4633.29541;12680.6416;8652.689453
Q9Y4L1;17995.89648;8989.964844;13458.93945;12653.40527;12550.49023;9210.925781;6694.817383;10647.69531;5104.814941;15933.45703;40076.78906;34808.89063;7933.379883;32710.72266;178987.5313;13525.2207;158833.2188;11959.06348;55292.20313;11681.43164;17380.71875;14407.53906;10466.52734;12779.26953;12831.37891;13688.40039;16798.95117;7332.353516;6428.065918;22671.28125;10014.5332
Q9Y585;;;;;;;;;;;;;2796.462646;;;;;;;7561.601074;3525.712158;;;2504.953613;;;;;;;
Q9Y5C1;39880.99219;;;;;;;;;;;;;;;;;;;;;;17456.02148;;;6721.061035;;;1860.041382;;
Q9Y5F9;3764.519775;33547;;29131.23438;12099.02246;8194.823242;1676.328979;31558.86328;46960.66016;1406.003174;;;31413.13477;;30315.49805;17853.33984;;22488.39063;9990.244141;15558.46094;59393.46094;21320.40625;34595.02734;36519.02344;24288.82813;52129.03906;6166.682617;24813.64063;9651.97168;63884.86328;7987.800781
Q9Y5Y7;427271.1875;204890.9844;185712.8125;436143.0313;613632.4375;231939.9375;338469.7188;342488.5313;506472.125;456600.8438;259953.7656;610264.375;134416.6875;255186.7969;494562.5625;108372.3125;323274.3438;56869.51172;117974.3594;69484.33594;58362.64453;69931.54688;96127.89063;62028.70703;40602.62891;50789.14063;132159.375;63475.65625;69587.57031;91847.64063;67949.85938
Q9Y5Z4;10900.74512;7047.351074;16897.81641;16475.47656;15771.88379;11831.22266;10618.87988;16256.19336;6314.768555;28936.06055;61333.73047;109741.1875;4889.641602;18286.27344;109746.375;2338.315186;82518.10938;1596.820801;25686.2207;3319.911621;3764.422363;2590.01416;4275.327148;3789.836426;3788.661377;2751.048096;5724.907227;3987.331299;3706.851807;4634.523926;1869.755371
